,caseId,caseName,issue,issueArea,decisionDirection,splitVote,majVotes,minVotes,petitioner,respondent,jurisdiction,threeJudgeFdc,caseOrigin,caseSource,lcDisagreement,lcDisposition,lcDispositionDirection,justice1,justice2,justice3,justice4,justice5,justice6,justice7,justice8,justice9,justice1Code,justice2Code,justice3Code,justice4Code,justice5Code,justice6Code,justice7Code,justice8Code,justice9Code,justice1Direction,justice2Direction,justice3Direction,justice4Direction,justice5Direction,justice6Direction,justice7Direction,justice8Direction,justice9Direction,justice1Vote,justice2Vote,justice3Vote,justice4Vote,justice5Vote,justice6Vote,justice7Vote,justice8Vote,justice9Vote,justice1Opinion,justice2Opinion,justice3Opinion,justice4Opinion,justice5Opinion,justice6Opinion,justice7Opinion,justice8Opinion,justice9Opinion,justice1Majority,justice2Majority,justice3Majority,justice4Majority,justice5Majority,justice6Majority,justice7Majority,justice8Majority,justice9Majority
8391,2011-026,"CURT MESSERSCHMIDT et al., PETITIONERS v. BRENDA MILLENDER, AS EXECUTOR OF THE ESTATE OF AUGUSTA MILLENDER, DECEASED, et al.",20400,2,1,1,6,3,19,188,1,0,51,29,1,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2
8392,2011-027,"PPL MONTANA, LLC, PETITIONER v. MONTANA",80130,8,1,1,9,0,219,28,1,0,302,300,1,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2
8393,2011-028,"TOBY DOUGLAS, DIRECTOR, CALIFORNIA DEPARTMENT OF HEALTH CARE SERVICES, PETITIONER v. INDEPENDENT LIVING CENTER OF SOUTHERN CALIFORNIA, INC., et al.",20180,2,2,1,5,4,19,165,1,0,29,29,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2
8394,2011-029,"GLORIA GAIL KURNS, EXECUTRIX OF THE ESTATE OF GEORGE M. CORSON, DECEASED, et al., PETITIONERS v. RAILROAD FRICTION PRODUCTS CORPORATION et al.",100020,10,2,1,6,3,230,184,1,0,109,23,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,1,4,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2
8395,2011-030,"MICHAEL MARTEL, WARDEN, PETITIONER v. KENNETH CLAIR",20320,2,1,1,9,0,28,126,1,0,48,29,0,5,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,2,2,2,1,2,2,3,5,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2
8396,2011-031,"LUIS MARIANO MARTINEZ, PETITIONER v. CHARLES L. RYAN, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS",20330,2,2,1,7,2,215,28,1,0,45,29,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2
8397,2011-032,"DANIEL COLEMAN, PETITIONER v. COURT OF APPEALS OF MARYLAND et al.",100070,10,1,1,5,4,13,28,1,0,79,24,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,2,1,1,2,1,1,2,1,4,2,1,4,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1
8398,2011-033,"DANA ROBERTS, PETITIONER v. SEA-LAND SERVICES, INC., et al.",80040,8,1,1,8,1,145,151,1,0,29,29,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2
8400,2011-036,"CREDIT SUISSE SECURITIES (USA) LLC, et al., PETITIONERS v. VANESSA SIMMONDS",80120,8,1,1,8,0,119,173,1,0,129,29,0,9,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1
8401,2011-037,"MENACHEM BINYAMIN ZIVOTOFSKY, BY HIS PARENTS AND GUARDIANS, ARI Z. AND NAOMI SIEGMAN ZIVOTOFSKY, PETITIONER v. HILLARY RODHAM CLINTON, SECRETARY OF STATE",130015,13,2,1,8,1,214,328,1,0,55,32,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,2,1,2,1,1,3,2,3,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1
8403,2011-039,"MISSOURI, PETITIONER v. GALIN E. FRYE",20330,2,2,1,5,4,28,126,1,0,302,301,0,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,2,1,1,1,1,4,2,1,4,1,2,2,2,1,2,2,1,1,2,3,3,3,2,2,1,2,2,2,1,1,1
8407,2011-043,"FEDERAL AVIATION ADMINISTRATION, et al., PETITIONERS v. STANMORE CAWTHON COOPER",50010,5,1,1,5,3,334,214,1,0,50,29,0,4,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8408,2011-044,"ALEXANDER VASQUEZ, PETITIONER v. UNITED STATES.",90150,9,1,1,9,0,126,27,1,0,66,27,1,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
8409,2011-045,"CHARLES A. REHBERG, PETITIONER v. JAMES P. PAULK",20400,2,1,1,9,0,216,8,1,0,59,31,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8410,2011-046,"ALBERT W. FLORENCE, PETITIONER v. BOARD OF CHOSEN FREEHOLDERS OF THE COUNTY OF BURLINGTON et al.",10050,1,1,1,5,4,110,5,1,0,92,23,1,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2
8411,2011-047,"CARACO PHARMACEUTICAL LABORATORIES, LTD., et al., PETITIONERS v. NOVO NORDISK A/S et al.",80170,8,2,1,9,0,143,143,1,0,81,8,1,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2
8412,2011-048,"STEVE A. FILARSKY, PETITIONER v. NICHOLAS B. DELIA.",20400,2,1,1,9,0,111,8,1,0,48,29,0,6,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8413,2011-049,"ASID MOHAMAD, INDIVIDUALLY AND FOR THE ESTATE OF AZZAM RAHIM, DECEASED, et al., PETITIONERS v. PALESTINIAN AUTHORITY et al.",80070,8,1,1,9,0,208,600,1,0,55,32,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8414,2011-050,"DAVID J. KAPPOS, UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR, PATENT AND TRADEMARK OFFICE, PETITIONER v. GILBERT P. HYATT",80180,8,2,1,9,0,394,172,1,0,55,8,1,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2
8415,2011-051,"PATRICK WOOD, PETITIONER v. KEVIN MILYARD, WARDEN, et al.",10020,1,2,1,9,0,215,28,1,0,52,30,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2
8416,2011-052,"UNITED STATES, PETITIONER v. HOME CONCRETE & SUPPLY, LLC, et al.",120010,12,1,1,5,4,27,240,1,0,98,24,0,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,3,1,1,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2
8417,2011-053,"LYNWOOD D. HALL, ET UX., PETITIONERS v. UNITED STATES",120030,12,2,1,5,4,152,27,1,0,45,29,1,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,2,1,3,3,1,1,1,1,3,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1
8418,2011-054,"MICHAEL J. ASTRUE, COMMISSIONER OF SOCIAL SECURITY, PETITIONER v. KAREN K. CAPATO, ON BEHALF OF B. N. C., et al.",20170,2,1,1,9,0,406,188,1,0,92,23,0,7,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,2,2,2,2,2,3,2,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2
8419,2011-055,"KOUICHI TANIGUCHI, PETITIONER v. KAN PACIFIC SAIPAN, LTD., DBA MARIANAS RESORT AND SPA",90110,9,1,1,6,3,106,109,1,0,102,29,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8420,2011-056,"ERIC H. HOLDER, JR., ATTORNEY GENERAL, PETITIONER  v. CARLOS MARTINEZ GUTIERREZ",20110,2,1,1,9,0,327,106,1,0,29,29,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1
8421,2011-057,"ALEX BLUEFORD, PETITIONER v. ARKANSAS",10170,1,1,1,6,3,137,28,1,0,302,300,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,4,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2
8422,2011-058,"TAMMY FORET FREEMAN, et al., PETITIONERS v. QUICKEN LOANS, INC.",80170,8,1,1,9,0,195,135,1,0,75,25,1,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8423,2011-059,"RADLAX GATEWAY HOTEL, LLC, et al. v. AMALGAMATED BANK",20100,2,1,1,8,0,138,113,1,0,66,27,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2
8424,2011-060,"BRIAN COLEMAN, SUPERINTENDENT, STATE CORRECTIONAL INSTITUTION AT FAYETTE, et al. v. LORENZO JOHNSON",10020,1,1,1,9,0,28,126,1,0,110,23,0,4,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2
8425,2011-061,"VIRGIL D. 'GUS' REICHLE, JR., et al., PETITIONERS v. STEVEN HOWARDS",20400,2,1,1,8,0,8,100,1,0,52,30,1,7,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2
8426,2011-062,"CHRISTINE ARMOUR, et al., PETITIONERS v. CITY OF INDIANAPOLIS, INDIANA, et al.",80100,8,1,1,6,3,195,3,1,0,302,300,0,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2
8427,2011-063,"PHILIP PARKER, WARDEN v. DAVID EUGENE MATTHEWS",10020,1,1,1,9,0,28,126,1,0,74,26,1,7,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1
8428,2011-064,ELGIN v. DEPARTMENT OF TREASURY,90120,9,1,1,6,3,8,327,1,0,80,21,0,5,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8429,2011-065,MATCH-E-BE-NASH-SHE-WISH BAND OF POTTAWATOMI INDIANS v. PATCHAK,90280,9,1,1,8,1,170,214,1,0,55,32,1,3,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2
8430,2011-066,SALAZAR v. RAMAH NAVAJO CHAPTER,20150,2,2,1,5,4,326,170,1,0,93,30,1,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2
8431,2011-067,"MICHAEL SHANE CHRISTOPHER, et al., PETITIONERS v. SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE",70040,7,1,1,5,4,145,143,1,0,45,29,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,1,2,2,1,1,1,1,1,3,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2
8433,2011-069,SOUTHERN UNION CO. v. UNITED STATES,10560,1,2,1,6,3,141,27,1,0,113,21,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
8434,2011-070,"DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000",70060,7,1,1,7,2,8,249,1,0,49,29,1,4,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2
8435,2011-071,"EDWARD DORSEY, SR., PETITIONER  v. UNITED STATES",10040,1,2,1,5,4,126,27,1,0,66,27,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,2,1,1,1,1,3,2,2,3,3,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2
8437,2011-073,"AMERICAN TRADITION PARTNERSHIP, INC., FKA WESTERN TRADITION PARTNERSHIP, INC., et al. v. STEVE BULLOCK, ATTORNEY GENERAL OF MONTANA, et al.",30020,3,2,1,5,4,122,19,1,0,302,300,0,9,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8438,2011-074,"EVAN MILLER, PETITIONER v. ALABAMA",10130,1,2,1,5,4,175,28,1,0,302,300,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8439,2011-075,"ARIZONA, et al., PETITIONERS v. UNITED STATES",100030,10,2,1,5,3,28,27,1,0,45,29,1,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1
8440,2011-076,"UNITED STATES, PETITIONER v. XAVIER ALVAREZ",30010,3,2,1,6,3,27,250,1,0,48,29,1,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2
8441,2011-077,"NATIONAL FEDERATION OF INDEPENDENT BUSINESS, et al., PETITIONERS v. KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, et al.",100120,10,2,1,5,4,207,363,1,0,57,31,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,2,2,1,4,4,3,4,4,2,1,4,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1
8442,2011-080,"FIRST AMERICAN FINANCIAL CORPORATION, SUCCESSOR IN INTEREST TO THE FIRST AMERICAN CORPORATION, et al., PETITIONERS v. DENISE P. EDWARDS",90150,9,3,1,9,0,113,134,1,0,48,29,0,7,3,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,1,1,2,2,2,2,2,1,1,2,2,5,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1
8443,2012-001,"ARKANSAS GAME AND FISH COMMISSION, PETITIONER v. UNITED STATES",40070,4,1,1,8,0,4,27,1,0,3,8,0,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2
8444,2012-002,"STEVEN LEFEMINE, DBA COLUMBIA CHRISTIANS FOR LIFE v. DAN WIDEMAN et al.",60010,6,2,1,9,0,218,19,1,0,114,24,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8445,2012-003,"NITRO-LIFT TECHNOLOGIES, L.L.C. v. EDDIE LEE HOWARD et al.",70010,7,1,1,9,0,151,145,1,0,302,300,0,3,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2
8446,2012-004,"UNITED STATES, PETITIONER v. JAMES X. BORMES",50010,5,1,1,9,0,27,111,1,0,66,8,0,5,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8447,2012-005,"CAROLYN M. KLOECKNER, PETITIONER v. HILDA L. SOLIS, SECRETARY OF LABOR",20400,2,2,1,9,0,13,371,1,0,86,28,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8448,2012-006,"CALVIN SMITH, PETITIONER v. UNITED STATES",10400,1,1,1,9,0,137,27,1,0,55,32,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2
8449,2012-007,"ALREADY, LLC, DBA YUMS, PETITIONER v. NIKE, INC.",80200,8,1,1,9,0,184,184,1,0,96,22,0,2,1,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,2,1,1,2,2,2,2,1,4,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2
8450,2012-008,"LOS ANGELES COUNTY FLOOD CONTROL DISTRICT PETITIONER v. NATURAL RESOURCES DEFENSE COUNCIL, INC., et al.",80130,8,1,1,9,0,5,150,1,0,48,29,0,7,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2
8451,2012-009,"CHARLES L. RYAN, PETITIONER v. ERNEST VALENCIA GONZALES",10020,1,1,1,9,0,19,136,1,0,45,29,0,1,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,4,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
8452,2012-010,"FANE LOZMAN, PETITIONER v. THE CITY OF RIVIERA BEACH, FLORIDA",40070,4,2,1,7,2,195,3,1,0,58,31,0,2,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1
8453,2012-011,"KATHLEEN SEBELIUS, SECRETARY OF HEALTH AND HUMAN SERVICES, PETITIONER v. AUBURN REGIONAL MEDICAL CENTER et al.",90120,9,2,1,9,0,363,180,1,0,55,32,0,4,2,RBGinsburg,SGBreyer,SAAlito,SSotomayor,EKagan,JGRoberts,AScalia,AMKennedy,CThomas,109,110,112,113,114,111,105,106,108,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1
